,ClubID,IndvID,Country,PostCode,Gender,Age,BirthYear,BirthMonth,ActivityStatus,ResidentialStatus,OwnershipStatus,LiveAlone,Ethnicity,Education,Religion,PersonalChallenges,MaritalStat,ChildNum,ChildCoResNum_1,ChildCoResNum_2,ChildCoResNum_3,ChildCoResNum_4,ChildCoResNum_5,SibsNum,HasOthFamily,HasFriends,ContactInPerson_Child,ContactPhone_Child,ContactEmail_Child,ContactText_Child,ContactVideo_Child,ContactSocMedia_Child,ChangeContact_Child,ChangeInPerson_Child,ContactInPerson_Sibs,ContactPhone_Sibs,ContactEmail_Sibs,ContactText_Sibs,ContactVideo_Sibs,ContactSocMedia_Sibs,ChangeContact_Sibs,ChangeInPerson_Sibs,ContactInPerson_OthFamily,ContactPhone_OthFamily,ContactEmail_OthFamily,ContactText_OthFamily,ContactVideo_OthFamily,ContactSocMedia_OthFamily,ChangeContact_OthFamily,ChangeInPerson_OthFamily,ContactInPerson_Friends,ContactPhone_Friends,ContactEmail_Friends,ContactText_Friends,ContactVideo_Friends,ContactSocMedia_Friends,ChangeContact_Friends,ChangeInPerson_Friends,Lonely,ChangeLonely,HowConcerned,Isolating,ChangeIsolating,DaysExercise,ChangeExercise,DaysAlcohol,ChangeAlcohol,DifficultySleep,ChangeSleep,Disability,LimitActivities,PhysicalHealth,ChangePhysical,MentalHealth,ChangeMental,RotaryMember,RotaryInvolvement,RotaryChange,RotaryChallenges,CovidAct,OthAct,ImpactOnMeetings,ImpactOnPartnerships,ImpactOnFinances,ImpactOnMembership,OthImpact,RotaryResponse,Contrib_Charitable,Contrib_Religious,Contrib_Other,ContribChange_Charitable,ContribChange_Religious,ContribToCovid,Latitude,Longitude
637,999999,125,England,,Female,55-64 years,,,Looking after home or family,A private or family household,Owned outright,"No, I live with at least one other person",Any other White ethnic group,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,None,,,,,,3,Yes,Yes,No,No,No,No,No,No,,,No,Yes,No,No,No,Yes,Remained about the same,Remained about the same,Yes,Yes,No,Yes,Yes,Yes,Decreased,Decreased,Yes,No,Yes,No,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Decreased,2.0,Decreased,3.0,Remained about the same,Mild,Remained about the same,No,,Good,About the same,Very good,About the same,Yes,Yes,,,,,,,,,,,,,,,,,51.4452972412109,-0.328506469726562
638,999999,126,England,,Female,75 or more years,,,Retired,A private or family household,Owned outright,Yes,English,O level/O grade or equivalent,Protestant,,Widowed,2,,None,,,,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Remained about the same,Remained about the same,No,No,No,Yes,No,No,Remained about the same,Decreased,No,No,No,Yes,No,Yes,Decreased,Decreased,No,Yes,No,Yes,No,No,Remained about the same,Decreased,Often,Increased,Moderately concerned,Some of the time,Increased,7.0,Decreased,0.0,Remained about the same,Severe,Worsened,No,,Excellent,About the same,Fair,Worse,Yes,Yes,Decreased,,,,"Yes, mixed impact","Yes, mixed impact","Yes, mixed impact","Yes, positively impacted",,,Financial contribution,,Financial contribution,Remained about the same,,In part,53.1658935546875,-1.2113037109375
639,999999,127,England,,Male,65-74 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",Any Mixed or Multiple ethnic groups,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,4 or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Remained about the same,No,Yes,Yes,Yes,Yes,Yes,Increased,Increased,No,Yes,Yes,Yes,Yes,Yes,Remained about the same,Increased,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Increased,Hardly ever or never,Decreased,Extremely concerned,Most of the time,Remained about the same,7.0,Remained about the same,3.0,Remained about the same,None,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Both,No contribution,Both,Increased,,Yes,51.4535064697265,-2.59170532226562
640,999999,128,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,Protestant,,Married,2,,None,,,,4 or more,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Increased,Remained about the same,No,Yes,Yes,Yes,Yes,Yes,Increased,Remained about the same,No,Yes,No,No,Yes,No,Remained about the same,Decreased,Yes,Yes,No,No,No,Yes,Remained about the same,Decreased,Some of the time,Increased,Moderately concerned,Some of the time,Decreased,3.0,Remained about the same,5.0,Remained about the same,Mild,Remained about the same,Yes,No,Very good,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Financial contribution,Financial contribution,Increased,Increased,Yes,50.7882995605468,-1.89509582519531
641,999999,129,Scotland,,Female,75 or more years,,,Retired,A private or family household,Owned outright,Yes,Scottish,First degree,Protestant,,Widowed,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Decreased,Decreased,No,No,No,No,No,No,,,No,Yes,No,No,No,No,Decreased,Decreased,No,Yes,Yes,Yes,Yes,No,Decreased,Decreased,Often,Increased,Very concerned,All of the time,Remained about the same,0.0,Decreased,2.0,Decreased,Moderate,Worsened,Yes,Yes,Fair,About the same,Fair,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",,,Both,Financial contribution,Both,Increased,Remained about the same,Yes,55.9409027099609,-3.29389953613281
642,999999,130,England,,Male,75 or more years,,,,,,,,,,,Married,3,,,None,,,,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,Extremely concerned,,,7.0,Remained about the same,4.0,Remained about the same,None,Improved,Yes,No,Very good,About the same,Excellent,About the same,Yes,No,Decreased,,,,,,,,,,Financial contribution,No contribution,Financial contribution,Increased,,Yes,,
643,999999,131,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Sixth year studies or equivalent,Other Christian,,Married,2,,None,,,,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,No,No,,,Yes,Yes,No,Yes,Yes,Yes,Increased,Decreased,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Hardly ever or never,Increased,Moderately concerned,Most of the time,Decreased,7.0,Increased,3.0,Increased,None,Remained about the same,Yes,Yes,Poor,About the same,Good,About the same,Yes,,Remained about the same,,,,,,,,,,Financial contribution,No contribution,Financial contribution,Increased,,In part,51.5032958984375,-0.689407348632812
644,999999,132,Scotland,,Female,65-74 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",British,Highers or equivalent,Catholic,,Married,1,No,,,,,2,No,Yes,Yes,No,Yes,Yes,No,No,Remained about the same,Decreased,No,No,No,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,Yes,No,Yes,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Remained about the same,7.0,Increased,None,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Financial contribution,Contribution of time,Contribution of time,Remained about the same,Remained about the same,Yes,51.1385955810546,-3.00010681152343
645,999999,133,Scotland,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,No,Yes,No,Increased,Remained about the same,No,Yes,No,No,Yes,No,Increased,Increased,No,No,No,No,Yes,No,Increased,Remained about the same,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Decreased,4.0,Increased,3.0,Increased,Mild,Remained about the same,No,,Good,Worse,Fair,About the same,Yes,No,Increased,,,,,,,,,,Contribution of time,No contribution,No contribution,Remained about the same,,No,55.97509765625,-3.59959411621093
646,999999,134,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Highers or equivalent,Protestant,,Married,4,,,,None,,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Decreased,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,Yes,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Remained about the same,Often,Increased,Very concerned,Most of the time,Remained about the same,7.0,Remained about the same,7.0,,Severe,Worsened,Yes,Yes,Fair,About the same,Poor,Worse,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, mixed impact",,,Contribution of time,,Both,Increased,,Yes,50.8493957519531,-1.17770385742187
647,999999,135,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,2,,None,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Increased,Decreased,Some of the time,Remained about the same,Moderately concerned,Some of the time,Remained about the same,0.0,Decreased,1.0,Remained about the same,Moderate,Remained about the same,Yes,Yes,Good,About the same,Very good,About the same,Yes,Yes,,,,,,,,,,,,,,,,,51.4409027099609,0.0984954833984375
648,999999,136,England,,Male,55-64 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,1,No,,,,,2,Yes,Yes,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,Yes,No,No,No,Remained about the same,Remained about the same,No,No,No,No,Yes,No,Remained about the same,Remained about the same,Yes,Yes,Yes,Yes,Yes,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Not at all concerned,Most of the time,Remained about the same,7.0,Remained about the same,0.0,Remained about the same,None,Remained about the same,No,,Excellent,About the same,Excellent,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted",No impact,No impact,No impact,,,Both,No contribution,No contribution,Remained about the same,,No,51.4963989257812,-0.122406005859375
649,999999,137,Scotland,,Female,55-64 years,,,Self-employed,A private or family household,Still being bought,"No, I live with at least one other person",Scottish,First degree,Protestant,,Married,2,,None,,,,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,No,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Remained about the same,7.0,Increased,2.0,Remained about the same,Mild,Worsened,Yes,Yes,Very good,Better,Good,Better,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, positively impacted","Yes, mixed impact",No impact,,,Contribution of time,Both,No contribution,Remained about the same,Remained about the same,In part,56.1967010498046,-3.13569641113281
650,999999,138,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,3,,,None,,,4 or more,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Decreased,Decreased,No,No,No,Yes,No,Yes,Increased,Decreased,Yes,No,No,Yes,No,No,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,5.0,Increased,4.0,Decreased,None,Remained about the same,Yes,Yes,Good,Better,Good,About the same,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, mixed impact","Yes, negatively impacted",,,Financial contribution,No contribution,Both,Remained about the same,,Yes,52.8995971679687,-1.27139282226562
651,999999,139,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Welsh,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,1,Yes,Yes,No,Yes,No,No,No,No,Decreased,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Decreased,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,All of the time,Remained about the same,2.0,Decreased,3.0,Decreased,Mild,Worsened,Yes,Yes,Fair,Worse,Good,Worse,Yes,Yes,Decreased,,,,"Yes, negatively impacted",No impact,"Yes, negatively impacted",No impact,,,Financial contribution,Financial contribution,,Remained about the same,Remained about the same,Yes,50.8460998535156,-0.93170166015625
652,999999,140,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,3,Yes,No,Yes,No,Yes,Yes,No,Yes,Remained about the same,Remained about the same,No,Yes,Yes,Yes,No,Yes,Remained about the same,Decreased,Yes,No,No,No,No,No,Increased,Remained about the same,No,No,No,No,No,No,,,Hardly ever or never,Remained about the same,A little concerned,Most of the time,Increased,6.0,Decreased,0.0,Remained about the same,None,Remained about the same,Yes,Yes,Poor,About the same,Fair,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, positively impacted","Yes, positively impacted","Yes, positively impacted",,,Both,No contribution,Both,Remained about the same,,Yes,55.9409027099609,-3.29389953613281
653,999999,141,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,Yes,,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Divorced,1,No,,,,,1,No,Yes,No,No,No,Yes,No,No,Increased,Remained about the same,No,No,No,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,No,Yes,No,No,No,No,Remained about the same,Remained about the same,Hardly ever or never,Remained about the same,,None of the time,Remained about the same,7.0,,0.0,,Severe,,Yes,Yes,Good,About the same,Good,About the same,Yes,,,,,,,,,,,,No contribution,No contribution,No contribution,,,,50.4188995361328,-4.064697265625
654,999999,142,Scotland,,Male,55-64 years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,O level/O grade or equivalent,Protestant,,Married,2,,None,,,,2,Yes,Yes,Yes,No,No,No,No,No,Remained about the same,Increased,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,No,No,Increased,Increased,Hardly ever or never,Remained about the same,Extremely concerned,Some of the time,Decreased,7.0,Remained about the same,3.0,Increased,Moderate,Worsened,No,,Excellent,Better,Good,Worse,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,Financial contribution,Both,Remained about the same,Remained about the same,Yes,52.0435028076171,1.1842041015625
655,999999,143,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,HNC/HND or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Remained about the same,Decreased,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,Yes,Yes,No,Yes,Yes,Yes,Remained about the same,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Remained about the same,4.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Excellent,About the same,Yes,Yes,,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Financial contribution,No contribution,Both,,,In part,55.8466033935546,-3.19270324707031
656,999999,144,England,,Male,65-74 years,,,Self-employed,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Remained about the same,Decreased,No,No,No,Yes,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,5.0,Increased,7.0,Remained about the same,None,Remained about the same,No,,Good,Better,Excellent,About the same,Yes,Yes,Decreased,,,,"Yes, positively impacted","Yes, positively impacted",No impact,"Yes, mixed impact",,,Both,No contribution,No contribution,Remained about the same,,In part,51.8813934326171,-2.23739624023437
657,999999,145,Wales,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,3,Yes,Yes,No,Yes,No,No,No,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,7.0,Increased,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,,Contribution of time,Increased,,In part,51.5666961669921,-0.333297729492187
658,999999,146,England,,Male,55-64 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,Protestant,,Married,2,,None,,,,1,No,Yes,Yes,Yes,No,No,Yes,No,Decreased,Decreased,No,No,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,Yes,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,5.0,Remained about the same,6.0,Increased,None,Remained about the same,No,,Good,About the same,Good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, mixed impact",No impact,No impact,,,Both,Financial contribution,Both,Remained about the same,Remained about the same,In part,50.8963012695312,-1.04629516601562
659,999999,147,England,,Male,75 or more years,,,Retired,A private or family household,Still being bought,"No, I live with at least one other person",English,First degree,Protestant,,Married,3,,,None,,,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Increased,Increased,Yes,No,Yes,No,No,No,Remained about the same,Remained about the same,Yes,No,No,No,No,No,Increased,Increased,No,No,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,7.0,Remained about the same,5.0,Increased,None,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,,,,,,,,,,,,,,,,,53.5335998535156,-1.10459899902343
660,999999,148,Northern Ireland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,Protestant,,Married,3,,,None,,,1,No,Yes,Yes,Yes,No,Yes,Yes,No,Increased,Remained about the same,No,No,No,Yes,No,No,Increased,Remained about the same,No,No,No,No,No,No,,,No,No,No,Yes,No,No,Increased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,3.0,Increased,7.0,Increased,Mild,Remained about the same,No,,Good,Better,Good,About the same,Yes,Yes,,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, positively impacted",,,Both,Financial contribution,,,,In part,56.0637054443359,-3.72149658203125
661,999999,149,England,,Female,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,0,Yes,Yes,No,Yes,No,Yes,No,No,Decreased,Decreased,No,No,No,No,No,No,,,No,Yes,No,Yes,No,No,Decreased,Decreased,No,No,Yes,No,No,No,Decreased,Decreased,Some of the time,Increased,Very concerned,Some of the time,Decreased,2.0,Decreased,0.0,Increased,Moderate,Worsened,No,,Very good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact",,,Both,No contribution,Financial contribution,Increased,,Yes,51.4535064697265,-2.59170532226562
662,999999,150,England,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,1,No,,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Decreased,Decreased,No,Yes,No,No,No,No,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,No,Decreased,Decreased,No,Yes,Yes,No,Yes,Yes,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Extremely concerned,All of the time,Remained about the same,7.0,Increased,5.0,Increased,Mild,Remained about the same,Yes,No,Very good,Better,Fair,Worse,Yes,Yes,Increased,,,,"Yes, mixed impact","Yes, positively impacted","Yes, negatively impacted",No impact,,,Both,Both,Both,Increased,Increased,Yes,50.9664001464843,-1.33650207519531
663,999999,151,Scotland,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,O level/O grade or equivalent,Protestant,,Married,3,,,None,,,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Remained about the same,Decreased,No,Yes,No,No,No,No,Remained about the same,Decreased,No,Yes,Yes,No,Yes,No,Increased,Decreased,Yes,Yes,Yes,No,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,7.0,Remained about the same,7.0,Remained about the same,Moderate,Remained about the same,Yes,No,Good,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, mixed impact","Yes, positively impacted",,,Financial contribution,Financial contribution,Financial contribution,Increased,Increased,Yes,55.9989929199218,-2.53819274902343
664,999999,152,England,,Male,75 or more years,,,Employed,A private or family household,Owned outright,"No, I live with at least one other person",English,No formal schooling,Other Christian,,Married,1,No,,,,,1,Yes,Yes,Yes,No,No,No,No,No,Decreased,Decreased,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Yes,Yes,Yes,Yes,Yes,No,Increased,Decreased,Some of the time,Remained about the same,Very concerned,Most of the time,Remained about the same,2.0,Decreased,2.0,Remained about the same,None,Remained about the same,Yes,Yes,Very good,About the same,Very good,About the same,Yes,Yes,Increased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, positively impacted",,,Both,Financial contribution,Contribution of time,Increased,Remained about the same,Yes,51.4963989257812,-0.122406005859375
665,999999,153,England,,Other:,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",English,HNC/HND or equivalent,No religion/Atheist/Agnostic,,Living with a partner as if married,None,,,,,,3,Yes,Yes,No,No,No,No,No,No,,,No,No,Yes,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,Remained about the same,Remained about the same,No,Yes,Yes,Yes,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Increased,2.0,Decreased,4.0,Remained about the same,Moderate,Remained about the same,No,,Fair,Worse,Fair,Worse,Yes,Yes,,,,,,,,,,,,,,,,,51.4452972412109,-0.328506469726562
666,999999,154,England,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",British,O level/O grade or equivalent,No religion/Atheist/Agnostic,,Married,2,,None,,,,1,Yes,Yes,Yes,No,No,No,No,Yes,Decreased,Decreased,No,No,No,Yes,No,No,Remained about the same,Decreased,Yes,No,No,No,No,No,Decreased,Decreased,No,Yes,Yes,No,No,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Some of the time,Decreased,5.0,Remained about the same,1.0,Remained about the same,None,Remained about the same,Yes,Yes,Good,About the same,Good,About the same,Yes,Yes,Remained about the same,,,,"Yes, negatively impacted","Yes, mixed impact","Yes, negatively impacted","Yes, mixed impact",,,,,Financial contribution,,,In part,51.4963989257812,-0.122406005859375
667,999999,155,England,,Male,65-74 years,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,No,No,No,No,No,No,,,,,Moderately concerned,,,,,,,,,,,,,,,Yes,Yes,Decreased,,,,,,,,,,Both,No contribution,No contribution,Increased,,In part,,
668,999999,156,Scotland,,Male,75 or more years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,,Protestant,,Married,2,,None,,,,2,No,Yes,Yes,Yes,Yes,No,No,No,Remained about the same,Remained about the same,No,Yes,No,No,No,No,Remained about the same,Remained about the same,No,No,No,No,No,No,,,Yes,Yes,No,No,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,Most of the time,Remained about the same,7.0,Increased,0.0,Remained about the same,Mild,Remained about the same,No,,Very good,About the same,Very good,About the same,Yes,Yes,,,,,,,,,,,,,,,,,55.940200805664,-4.16050720214843
669,999999,157,Wales,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,First degree,No religion/Atheist/Agnostic,,Married,None,,,,,,2,Yes,Yes,No,No,No,No,No,No,,,No,No,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Remained about the same,Remained about the same,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Hardly ever or never,Remained about the same,Very concerned,Most of the time,Remained about the same,2.0,Decreased,7.0,Increased,None,Remained about the same,Yes,No,Good,About the same,Very good,About the same,Yes,Yes,Remained about the same,,,,"Yes, mixed impact","Yes, negatively impacted","Yes, negatively impacted",No impact,,,Both,No contribution,Contribution of time,Remained about the same,,In part,51.4826965332031,-3.18080139160156
670,999999,158,England,,Male,18-54 years,,,Employed,A private or family household,Owned outright,Yes,British,First degree,Other Christian,,Single,None,,,,,,2,Yes,Yes,No,No,No,No,No,No,,,No,No,Yes,No,No,No,Decreased,Decreased,No,Yes,Yes,No,No,No,Increased,Decreased,Yes,No,Yes,Yes,Yes,No,Remained about the same,Decreased,Hardly ever or never,Remained about the same,Very concerned,Some of the time,Decreased,7.0,Remained about the same,5.0,Remained about the same,Moderate,Remained about the same,No,,Good,About the same,Good,About the same,Yes,Yes,,,,,,,,,,,,,,,,,53.3202056884765,-2.14129638671875
671,999999,159,England,,Female,65-74 years,,,Looking after home or family,A private or family household,Owned outright,"No, I live with at least one other person",English,First degree,Protestant,,Married,2,,1,,,,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Decreased,Decreased,Yes,Yes,No,No,Yes,No,Remained about the same,Decreased,Yes,No,No,No,No,No,Remained about the same,Decreased,Yes,No,Yes,Yes,No,Yes,Decreased,Decreased,Hardly ever or never,Remained about the same,Moderately concerned,None of the time,Remained about the same,3.0,Remained about the same,7.0,Remained about the same,None,Remained about the same,No,,Very good,About the same,Good,About the same,Yes,Yes,Increased,,,,"Yes, positively impacted","Yes, mixed impact",No impact,"Yes, mixed impact",,,Both,Both,Both,Increased,Increased,In part,53.4044036865234,-3.07150268554687
672,999999,160,Scotland,,Male,65-74 years,,,Retired,A private or family household,Owned outright,"No, I live with at least one other person",Scottish,Postgraduate/higher degree,No religion/Atheist/Agnostic,,Married,2,,None,,,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Remained about the same,Decreased,No,No,No,No,No,No,,,No,No,No,No,No,No,Remained about the same,Decreased,Yes,No,No,Yes,No,No,Remained about the same,Decreased,Some of the time,Remained about the same,Extremely concerned,Some of the time,Increased,7.0,Increased,1.0,Remained about the same,Mild,Remained about the same,Yes,Yes,Good,Worse,Very good,About the same,Yes,Yes,Decreased,,,,"Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted","Yes, negatively impacted",,,Both,No contribution,Both,Increased,,Yes,56.4701995849609,-3.031005859375
